,Resource Name,Duration,Trace_ID,ID,Parent_ID,Error?,duration_start,duration_end,Data Transfered,order,loc start,loc end,keep,depth
13529,/getproducts,76000,b1db0d0298d5beae,90dc76871e6e980f,13396a9661f0effc,false,0,76000,8733.9,2.0,200000,276000,True,2
13530,/getcart,95000,b1db0d0298d5beae,b5c10e91d911fea9,b1db0d0298d5beae,false,76000,171000,8305.6,0.5,100000,195000,True,1
13531,/cart,399000,b1db0d0298d5beae,b1db0d0298d5beae,Na,false,171000,570000,1014.6,0.0,0,399000,True,0
13532,/getrecommendations,371000,b1db0d0298d5beae,13396a9661f0effc,b1db0d0298d5beae,false,570000,941000,2461.3,1.5,100000,471000,True,1
11837,/cart,537000,deb6b1acaf9afee7,deb6b1acaf9afee7,Na,false,0,537000,4763.4,0.0,0,537000,True,0
11838,/getcart,118000,deb6b1acaf9afee7,6f46cf4244e38f71,deb6b1acaf9afee7,false,537000,655000,5967.9,0.5,100000,218000,True,1
11839,/getrecommendations,374000,deb6b1acaf9afee7,8ab3b67dc1e52e93,deb6b1acaf9afee7,false,655000,1029000,6130.7,1.5,100000,474000,True,1
11840,/getproducts,79000,deb6b1acaf9afee7,7926998c3956d16b,8ab3b67dc1e52e93,false,1029000,1108000,7958.3,2.0,200000,279000,True,2
5042,/getrecommendations,263000,00ab0f4fb40ceb7c,9bc5431a2c56cdac,00ab0f4fb40ceb7c,false,0,263000,679.2,0.5,100000,363000,False,1
5043,/getproducts,44000,00ab0f4fb40ceb7c,ac52c63bf224bc4a,00ab0f4fb40ceb7c,false,263000,307000,9357.7,1.5,100000,144000,False,1
5044,/getproducts,30000,00ab0f4fb40ceb7c,471f77ee0303176c,9bc5431a2c56cdac,false,307000,337000,8798.3,1.0,200000,230000,False,2
5045,/product,565000,00ab0f4fb40ceb7c,00ab0f4fb40ceb7c,Na,false,337000,902000,9822.1,0.0,0,565000,False,0
5046,/adrequest,342000,00ab0f4fb40ceb7c,8bca4290a1799849,00ab0f4fb40ceb7c,false,902000,1244000,5683.6,2.5,100000,442000,False,1
12424,/getcart,114000,73c72e824149ca68,88b4b83bdb993f0a,73c72e824149ca68,false,0,114000,6201.0,0.5,100000,214000,True,1
12425,/getproducts,9000,73c72e824149ca68,84407c799a676437,0f3e9a693c6a0515,false,114000,123000,2801.9,2.0,200000,209000,True,2
12426,/cart,240000,73c72e824149ca68,73c72e824149ca68,Na,false,123000,363000,6332.8,0.0,0,240000,True,0
12427,/getrecommendations,209000,73c72e824149ca68,0f3e9a693c6a0515,73c72e824149ca68,false,363000,572000,3138.5,1.5,100000,309000,True,1
11785,/getcart,19000,3cd3e2677b84ca18,e8d16d7b78595a38,3cd3e2677b84ca18,false,0,19000,478.3,0.5,100000,119000,True,1
11786,/cart,407000,3cd3e2677b84ca18,3cd3e2677b84ca18,Na,false,19000,426000,8042.0,0.0,0,407000,True,0
11787,/getproducts,12000,3cd3e2677b84ca18,559b6274351054d8,4fec6fe8a81f9454,false,426000,438000,5346.8,2.0,200000,212000,True,2
11788,/getrecommendations,347000,3cd3e2677b84ca18,4fec6fe8a81f9454,3cd3e2677b84ca18,false,438000,785000,5203.3,1.5,100000,447000,True,1
6734,/cart,243000,fce40b11977e871c,fce40b11977e871c,Na,false,0,243000,8944.5,0.0,0,243000,True,0
6735,/getproducts,69000,fce40b11977e871c,ee7e06437492f49b,468c542dd20a439f,false,243000,312000,9465.7,1.0,200000,269000,True,2
6736,/getrecommendations,152000,fce40b11977e871c,468c542dd20a439f,fce40b11977e871c,false,312000,464000,3595.6,0.5,100000,252000,True,1
6737,/getcart,28000,fce40b11977e871c,0a8e276efea5fe5c,fce40b11977e871c,false,464000,492000,7012.7,1.5,100000,128000,True,1
13582,/getrecommendations,249000,34aa01abb2c99bfb,160b85625906d7b8,34aa01abb2c99bfb,false,0,249000,6651.7,0.5,100000,349000,True,1
13583,/getcart,175000,34aa01abb2c99bfb,76a5842593bd340f,34aa01abb2c99bfb,false,249000,424000,9591.1,1.5,100000,275000,True,1
13584,/cart,334000,34aa01abb2c99bfb,34aa01abb2c99bfb,Na,false,424000,758000,5989.4,0.0,0,334000,True,0
13585,/getproducts,88000,34aa01abb2c99bfb,d2ac3994a800f286,160b85625906d7b8,false,758000,846000,7708.3,1.0,200000,288000,True,2
16761,/cart,417000,f181fdf5b7d6bcee,f181fdf5b7d6bcee,Na,false,0,417000,9237.4,0.0,0,417000,True,0
16762,/getproducts,6000,f181fdf5b7d6bcee,48227b7e1700f5e6,35cbc510f0ccbf3f,false,417000,423000,1962.6,2.0,200000,206000,True,2
16763,/getcart,131000,f181fdf5b7d6bcee,bd01d44d06af2c25,f181fdf5b7d6bcee,false,423000,554000,9418.8,0.5,100000,231000,True,1
16764,/getrecommendations,292000,f181fdf5b7d6bcee,35cbc510f0ccbf3f,f181fdf5b7d6bcee,false,554000,846000,6993.4,1.5,100000,392000,True,1
3576,/getcart,142000,ef43ff5533d0b344,af4f8adb8a155b32,ef43ff5533d0b344,false,0,142000,6996.0,0.5,100000,242000,True,1
3577,/getrecommendations,206000,ef43ff5533d0b344,dadbcf13eebdd21d,ef43ff5533d0b344,false,142000,348000,8483.6,1.5,100000,306000,True,1
3578,/getproducts,84000,ef43ff5533d0b344,8f2d402c45a9a33d,dadbcf13eebdd21d,false,348000,432000,7148.2,2.0,200000,284000,True,2
3579,/cart,299000,ef43ff5533d0b344,ef43ff5533d0b344,Na,false,432000,731000,2452.8,0.0,0,299000,True,0
10030,/getcart,119000,0fdb47d9afa484e8,4e44d4db8484c949,0fdb47d9afa484e8,false,0,119000,2353.5,0.5,100000,219000,True,1
10031,/getproducts,28000,0fdb47d9afa484e8,15f803fb7a9b6367,cac4ff6c8f96524d,false,119000,147000,946.6,2.0,200000,228000,True,2
10032,/cart,283000,0fdb47d9afa484e8,0fdb47d9afa484e8,Na,false,147000,430000,5128.2,0.0,0,283000,True,0
10033,/getrecommendations,172000,0fdb47d9afa484e8,cac4ff6c8f96524d,0fdb47d9afa484e8,false,430000,602000,5964.7,1.5,100000,272000,True,1
4375,/cart,273000,69bd444aec03e2a3,69bd444aec03e2a3,Na,false,0,273000,9846.8,0.0,0,273000,True,0
4376,/getproducts,5000,69bd444aec03e2a3,08239f722b5cf43a,a91ec3b98d08152f,false,273000,278000,8100.2,2.0,200000,205000,True,2
4377,/getcart,85000,69bd444aec03e2a3,928d3ae8e0efb4b5,69bd444aec03e2a3,false,278000,363000,6743.5,0.5,100000,185000,True,1
4378,/getrecommendations,100000,69bd444aec03e2a3,a91ec3b98d08152f,69bd444aec03e2a3,false,363000,463000,5036.7,1.5,100000,200000,True,1
3221,/getcart,188000,e03f1055caad1361,6b9a00f31bcf57a6,e03f1055caad1361,false,0,188000,574.0,0.5,100000,288000,True,1
3222,/getrecommendations,214000,e03f1055caad1361,9c14a0e49f4a470e,e03f1055caad1361,false,188000,402000,1687.2,1.5,100000,314000,True,1
3223,/cart,333000,e03f1055caad1361,e03f1055caad1361,Na,false,402000,735000,9491.9,0.0,0,333000,True,0
3224,/getproducts,16000,e03f1055caad1361,a547ff3a2a2a24ce,9c14a0e49f4a470e,false,735000,751000,8390.6,2.0,200000,216000,True,2
3524,/cart,404000,813bebd98f1d6356,813bebd98f1d6356,Na,false,0,404000,5365.8,0.0,0,404000,True,0
3525,/getcart,46000,813bebd98f1d6356,7621ac3daf0d568f,813bebd98f1d6356,false,404000,450000,8673.7,0.5,100000,146000,True,1
3526,/getrecommendations,277000,813bebd98f1d6356,f28a81a7bff7eedb,813bebd98f1d6356,false,450000,727000,8429.5,1.5,100000,377000,True,1
3527,/getproducts,13000,813bebd98f1d6356,c19cafd4ee4611cd,f28a81a7bff7eedb,false,727000,740000,2010.8,2.0,200000,213000,True,2
17324,/adrequest,442000,598137bd585f18a9,ff2e2ba35b70d105,598137bd585f18a9,false,0,442000,7115.3,0.5,100000,542000,False,1
17325,/getproducts,99000,598137bd585f18a9,ac69f4894cc8cccf,598137bd585f18a9,false,442000,541000,3138.0,1.5,100000,199000,False,1
17326,/getproducts,15000,598137bd585f18a9,4df484db02943428,64e07610b55a4846,false,541000,556000,5574.0,3.0,200000,215000,False,2
17327,/getrecommendations,238000,598137bd585f18a9,64e07610b55a4846,598137bd585f18a9,false,556000,794000,9245.0,2.5,100000,338000,False,1
17328,/product,648000,598137bd585f18a9,598137bd585f18a9,Na,false,794000,1442000,9722.7,0.0,0,648000,False,0
316,/getcart,89000,ca9416bf782b5fc8,4f40200a4835d661,ca9416bf782b5fc8,false,0,89000,5144.3,0.5,100000,189000,True,1
317,/cart,385000,ca9416bf782b5fc8,ca9416bf782b5fc8,Na,false,89000,474000,4892.7,0.0,0,385000,True,0
318,/getproducts,93000,ca9416bf782b5fc8,bc22d430aad34666,1f9add215aac7ffa,false,474000,567000,3273.2,2.0,200000,293000,True,2
319,/getrecommendations,279000,ca9416bf782b5fc8,1f9add215aac7ffa,ca9416bf782b5fc8,false,567000,846000,911.6,1.5,100000,379000,True,1
17295,/getcart,191000,601bb970e99ab3df,eb8fafcce844e0d1,601bb970e99ab3df,false,0,191000,3958.1,0.5,100000,291000,True,1
17296,/cart,417000,601bb970e99ab3df,601bb970e99ab3df,Na,false,191000,608000,7614.2,0.0,0,417000,True,0
17297,/getproducts,92000,601bb970e99ab3df,8dfcf2b6cd821c8a,5231e5cccba944ac,false,608000,700000,2895.6,2.0,200000,292000,True,2
17298,/getrecommendations,346000,601bb970e99ab3df,5231e5cccba944ac,601bb970e99ab3df,false,700000,1046000,4922.2,1.5,100000,446000,True,1
3815,/getcart,67000,660b5ec6d2c8baf0,4d3f5fa8a53ab7da,660b5ec6d2c8baf0,false,0,67000,8643.1,0.5,100000,167000,True,1
3816,/getrecommendations,254000,660b5ec6d2c8baf0,0dd0770906a92297,660b5ec6d2c8baf0,false,67000,321000,3259.5,1.5,100000,354000,True,1
3817,/cart,380000,660b5ec6d2c8baf0,660b5ec6d2c8baf0,Na,false,321000,701000,1136.3,0.0,0,380000,True,0
3818,/getproducts,80000,660b5ec6d2c8baf0,ca6a47e68ab5cc62,0dd0770906a92297,false,701000,781000,999.1,2.0,200000,280000,True,2
6836,/getproducts,94000,ac3299bc6976338a,9e7adb8a29e888fd,09caf966d28bdcf9,false,0,94000,9032.7,1.0,200000,294000,True,2
6837,/getrecommendations,278000,ac3299bc6976338a,09caf966d28bdcf9,ac3299bc6976338a,false,94000,372000,8355.4,0.5,100000,378000,True,1
6838,/cart,372000,ac3299bc6976338a,ac3299bc6976338a,Na,false,372000,744000,2650.3,0.0,0,372000,True,0
6839,/getcart,125000,ac3299bc6976338a,606749a7e4803a4e,ac3299bc6976338a,false,744000,869000,4356.2,1.5,100000,225000,True,1
11857,/cart,529000,ebdb07aa92754016,ebdb07aa92754016,Na,false,0,529000,8964.0,0.0,0,529000,True,0
11858,/getcart,1000,ebdb07aa92754016,3b3deb03d4757dad,ebdb07aa92754016,false,529000,530000,6287.4,0.5,100000,101000,True,1
11859,/getproducts,81000,ebdb07aa92754016,30d742b66b2a7648,d679efa8870e94d6,false,530000,611000,7957.6,2.0,200000,281000,True,2
11860,/getrecommendations,357000,ebdb07aa92754016,d679efa8870e94d6,ebdb07aa92754016,false,611000,968000,1355.8,1.5,100000,457000,True,1
15986,/adrequest,331000,a600f3178e773f9a,ce8b8242f2b36345,a600f3178e773f9a,false,0,331000,2426.7,0.5,100000,431000,False,1
15987,/product,676000,a600f3178e773f9a,a600f3178e773f9a,Na,false,331000,1007000,3927.3,0.0,0,676000,False,0
15988,/getrecommendations,144000,a600f3178e773f9a,23705157adf6ede9,a600f3178e773f9a,false,1007000,1151000,3514.7,1.5,100000,244000,False,1
15989,/getproducts,8000,a600f3178e773f9a,8c5d4df82a422e24,a600f3178e773f9a,false,1151000,1159000,6297.9,2.5,100000,108000,False,1
15990,/getproducts,32000,a600f3178e773f9a,d48a7c8f918db84a,23705157adf6ede9,false,1159000,1191000,299.4,2.0,200000,232000,False,2
8391,/getcart,37000,a7ad2777c3af7e72,8a1a06907a770dfc,a7ad2777c3af7e72,false,0,37000,9660.9,0.5,100000,137000,True,1
8392,/getproducts,95000,a7ad2777c3af7e72,af823abd830b0b73,e619fbca303be08c,false,37000,132000,522.0,2.0,200000,295000,True,2
8393,/cart,276000,a7ad2777c3af7e72,a7ad2777c3af7e72,Na,false,132000,408000,5537.7,0.0,0,276000,True,0
8394,/getrecommendations,176000,a7ad2777c3af7e72,e619fbca303be08c,a7ad2777c3af7e72,false,408000,584000,2761.6,1.5,100000,276000,True,1
10753,/cart,407000,8a8bf1da11f84018,8a8bf1da11f84018,Na,false,0,407000,2910.1,0.0,0,407000,True,0
10754,/getproducts,89000,8a8bf1da11f84018,470170166b334c28,e72d889539fbd92a,false,407000,496000,2084.3,1.0,200000,289000,True,2
10755,/getrecommendations,282000,8a8bf1da11f84018,e72d889539fbd92a,8a8bf1da11f84018,false,496000,778000,8697.0,0.5,100000,382000,True,1
10756,/getcart,185000,8a8bf1da11f84018,59e68b2837842ca4,8a8bf1da11f84018,false,778000,963000,4159.2,1.5,100000,285000,True,1
3496,/getcart,73000,f6eeb124128c0365,da5f6d6637660ff2,f6eeb124128c0365,false,0,73000,5876.9,0.5,100000,173000,True,1
3497,/getproducts,40000,f6eeb124128c0365,808af43dafb4dcbf,28059755b82d800f,false,73000,113000,1252.3,2.0,200000,240000,True,2
3498,/cart,317000,f6eeb124128c0365,f6eeb124128c0365,Na,false,113000,430000,4537.4,0.0,0,317000,True,0
3499,/getrecommendations,286000,f6eeb124128c0365,28059755b82d800f,f6eeb124128c0365,false,430000,716000,5708.6,1.5,100000,386000,True,1
15411,/product,477000,d7c2e085b18883fb,d7c2e085b18883fb,Na,false,0,477000,8041.2,0.0,0,477000,False,0
15412,/adrequest,80000,d7c2e085b18883fb,4ce724c3224d0f2d,d7c2e085b18883fb,false,477000,557000,2216.5,0.5,100000,180000,False,1
15413,/getrecommendations,404000,d7c2e085b18883fb,7529b53e28935b4a,d7c2e085b18883fb,false,557000,961000,6547.4,1.5,100000,504000,False,1
15414,/getproducts,7000,d7c2e085b18883fb,a3eeb63501861a22,d7c2e085b18883fb,false,961000,968000,5692.5,2.5,100000,107000,False,1
15415,/getproducts,45000,d7c2e085b18883fb,d0447614aacb71ce,7529b53e28935b4a,false,968000,1013000,8083.7,2.0,200000,245000,False,2
15864,/getcart,75000,2b389ac9e93e3858,94832b937e02f09f,2b389ac9e93e3858,false,0,75000,1769.0,0.5,100000,175000,True,1
15865,/getproducts,15000,2b389ac9e93e3858,6a3a39f5e86133b1,829fe45d341fa154,false,75000,90000,5087.8,2.0,200000,215000,True,2
15866,/cart,310000,2b389ac9e93e3858,2b389ac9e93e3858,Na,false,90000,400000,4627.6,0.0,0,310000,True,0
15867,/getrecommendations,258000,2b389ac9e93e3858,829fe45d341fa154,2b389ac9e93e3858,false,400000,658000,4354.1,1.5,100000,358000,True,1
16217,/cart,340000,633585817a6e0505,633585817a6e0505,Na,false,0,340000,7835.1,0.0,0,340000,True,0
16218,/getrecommendations,226000,633585817a6e0505,d68e98e9b5ce1382,633585817a6e0505,false,340000,566000,6774.7,0.5,100000,326000,True,1
16219,/getcart,50000,633585817a6e0505,55e2a9d0f2dcd424,633585817a6e0505,false,566000,616000,5633.9,1.5,100000,150000,True,1
16220,/getproducts,85000,633585817a6e0505,3caccc768597d6be,d68e98e9b5ce1382,false,616000,701000,4971.3,1.0,200000,285000,True,2
16406,/creditcardinfo,14000,9d7e5b5158d017d4,58da0ea218b45ff7,da02a40a262ceee4,false,0,14000,6786.2,1.0,200000,214000,False,2
16407,/orderresult,9000,9d7e5b5158d017d4,870911201d64c22c,5f983e2fc69388ef,false,14000,23000,7327.6,2.5,300000,309000,False,3
16408,/sendorderconfirmation,864000,9d7e5b5158d017d4,5f983e2fc69388ef,da02a40a262ceee4,false,23000,887000,219.0,2.0,200000,1064000,False,2
16409,/placeorder,1631000,9d7e5b5158d017d4,da02a40a262ceee4,9d7e5b5158d017d4,false,887000,2518000,5391.3,0.5,100000,1731000,False,1
16410,/money,57000,9d7e5b5158d017d4,8829f931d056a485,a103f00d6a40dda3,false,2518000,2575000,40.8,3.5,300000,357000,False,3
16411,/getconversion,202000,9d7e5b5158d017d4,a103f00d6a40dda3,da02a40a262ceee4,false,2575000,2777000,3012.6,3.0,200000,402000,False,2
16412,/getcart,158000,9d7e5b5158d017d4,661b2dcd95017935,da02a40a262ceee4,false,2777000,2935000,202.3,4.0,200000,358000,False,2
16413,/checkout,2632000,9d7e5b5158d017d4,9d7e5b5158d017d4,Na,false,2935000,5567000,6320.4,0.0,0,2632000,False,0
16414,/address,15000,9d7e5b5158d017d4,cb8a10f80bd53355,da02a40a262ceee4,false,5567000,5582000,1363.9,5.0,200000,215000,False,2
1498,/getproducts,52000,ce548f85692c9ba2,ac9e1fcc4a087ad7,603094a9ed7c0081,false,0,52000,3703.3,2.0,200000,252000,True,2
1499,/getcart,185000,ce548f85692c9ba2,8b84f23748761c8f,ce548f85692c9ba2,false,52000,237000,9026.2,0.5,100000,285000,True,1
1500,/cart,215000,ce548f85692c9ba2,ce548f85692c9ba2,Na,false,237000,452000,7724.9,0.0,0,215000,True,0
1501,/getrecommendations,173000,ce548f85692c9ba2,603094a9ed7c0081,ce548f85692c9ba2,false,452000,625000,8118.6,1.5,100000,273000,True,1
9127,/adrequest,485000,4992e94c06922525,89c8f7a8aba8073e,4992e94c06922525,false,0,485000,6907.6,0.5,100000,585000,False,1
9128,/product,533000,4992e94c06922525,4992e94c06922525,Na,false,485000,1018000,4223.8,0.0,0,533000,False,0
9129,/getrecommendations,337000,4992e94c06922525,9ec0a1bede3dbf9b,4992e94c06922525,false,1018000,1355000,4692.7,1.5,100000,437000,False,1
9130,/getproducts,89000,4992e94c06922525,d28f11319f3318cc,4992e94c06922525,false,1355000,1444000,8449.9,2.5,100000,189000,False,1
9131,/getproducts,90000,4992e94c06922525,70ba002ce338cdee,9ec0a1bede3dbf9b,false,1444000,1534000,5160.6,2.0,200000,290000,False,2
12257,/cart,364000,05bab7e7360ed342,05bab7e7360ed342,Na,false,0,364000,1384.0,0.0,0,364000,True,0
12258,/getproducts,6000,05bab7e7360ed342,d03ffbf332056e98,6f4fa63d56340df4,false,364000,370000,5504.4,1.0,200000,206000,True,2
12259,/getrecommendations,255000,05bab7e7360ed342,6f4fa63d56340df4,05bab7e7360ed342,false,370000,625000,2672.9,0.5,100000,355000,True,1
12260,/getcart,191000,05bab7e7360ed342,de0d8cdf8afc5d96,05bab7e7360ed342,false,625000,816000,9140.8,1.5,100000,291000,True,1
14671,/getcart,66000,7b9ca3b3e3f32240,ef1950042a34bc56,7b9ca3b3e3f32240,false,0,66000,2171.3,0.5,100000,166000,True,1
14672,/cart,486000,7b9ca3b3e3f32240,7b9ca3b3e3f32240,Na,false,66000,552000,9108.0,0.0,0,486000,True,0
14673,/getproducts,93000,7b9ca3b3e3f32240,e5b99ed3764362c9,613a5987c2a8fd64,false,552000,645000,3712.0,2.0,200000,293000,True,2
14674,/getrecommendations,394000,7b9ca3b3e3f32240,613a5987c2a8fd64,7b9ca3b3e3f32240,false,645000,1039000,3709.9,1.5,100000,494000,True,1
18605,/getproducts,85000,bc7e09ce8474720e,2f098bfb2b50ed61,6dee69ae3130d333,false,0,85000,1262.7,2.0,200000,285000,True,2
18606,/cart,497000,bc7e09ce8474720e,bc7e09ce8474720e,Na,false,85000,582000,6911.8,0.0,0,497000,True,0
18607,/getcart,174000,bc7e09ce8474720e,70004fa5446ec288,bc7e09ce8474720e,false,582000,756000,5203.4,0.5,100000,274000,True,1
